Id,Name,Zone,Toldescribe,Description,Tel,Add,Zipcode,Region,Town,Travellinginfo,Opentime,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Map,Gov,Px,Py,Orgclass,Class1,Class2,Class3,Level,Website,Parkinginfo,Parkinginfo_Px,Parkinginfo_Py,Ticketinfo,Remarks,Keyword,Changetime,seg,year
C1_382000000A_111422,九份遊客中心,,九份遊客中心位於九份派出所的東側，遊客可以從客運站牌「九份派出所」下車，再向前步行幾步路即可抵達。本遊客中心的主管機關是新北市政府觀光旅遊局，一樓是旅客服務區，二樓以上是辦公區域，不開放遊客進入。遊客中心的建築相當現代化，簡潔且清爽大方，一樓以玻璃構成牆面、鑲嵌於方柱中間，透明的內外視覺感可以鼓勵旅客踏進來參觀瀏覽。一樓地面採用洗石子，營造出一種身處礦石區的意象。玻璃牆外側與服務區內部均有木板凳可供遊客小憩。服務台後面有一張大型的三國語言簡要地圖，把水金九地區的一些主要觀光景點及其相對位置標定出來。第一次前來水金九地區的旅客，建議一定要先來遊客中心，可以節省很多不必要的摸索，提前一覽水金九地區的整個概況、取得寶貴資訊。旅客其他狀況例如不知道景點在哪裡、不知道該怎麼走、查詢客運車輛班車時間、各園區開放日期與時間、疑難雜症處理等，服務人員都將盡力迅速幫忙。室內擺設了幾輛昔日輕便車的等比例模型，每輛輕便車上展示了水金九地區各種礦石與昔日採礦工具，是一個迷你博物館。牆上海報使用三國語言將九份地區的發展歷史用簡要文字分期概述。桌上也有個蓋印紀念戳章的小服務。此處陳列的小冊子，以各種語言印製，根據不同景點地區而分別作深入淺出的介紹，裡面常有印製精美的簡要地圖，是旅客最常取用的書面資料之一。屋頂懸掛著大型電視，不間斷地播放著水金九地區重要景點的介紹。新增的大螢幕Kiosk導覽機，高度互動系統與3D的視覺效果，讓查詢者能夠更快瞭解與知悉如何抵達散佈於水金九地區的各主要地點。另一個重要的服務莫過於這邊的駐點導覽人員，一些當地或附近的居民轉為志工，義務幫旅客講解，例如週六週日例行報到的日語志工。,九份遊客中心位於九份派出所的東側，遊客可以從客運站牌「九份派出所」下車，再向前步行幾步路即可抵達。本遊客中心的主管機關是新北市政府觀光旅遊局，一樓是旅客服務區，二樓以上是辦公區域，不開放遊客進入。遊客中心的建築相當現代化，簡潔且清爽大方，一樓以玻璃構成牆面、鑲嵌於方柱中間，透明的內外視覺感可以鼓勵旅客踏進來參觀瀏覽。一樓地面採用洗石子，營造出一種身處礦石區的意象。玻璃牆外側與服務區內部均有木板凳可供遊客小憩。服務台後面有一張大型的三國語言簡要地圖，把水金九地區的一些主要觀光景點及其相對位置標定出來。第一次前來水金九地區的旅客，建議一定要先來遊客中心，可以節省很多不必要的摸索，提前一覽水金九地區的整個概況、取得寶貴資訊。旅客其他狀況例如不知道景點在哪裡、不知道該怎麼走、查詢客運車輛班車時間、各...,886-2-24063270,新北市224瑞芳區汽車路89號,224.0,新北市,瑞芳區,基隆客運788、856、1062→至「九份」站下車步行即可抵達,09:00-18:00,https://newtaipei.travel/content/images/attractions/2937/640x480_ea14a668-e384-48cc-97a4-b255ed3554c9.jpg,九份遊客中心外觀,,,,,,382000000A,121.84341,25.10982,,18,,,,,,,,,,,2021/6/30 18:46,"['遊客', '旅客', '九份', '水金九地區', '一樓', '簡要', '景點', '服務區', '服務', '三國', '語言', '地圖', '金九地區', '時間', '各種', '一個', '地區', '介紹', '中心', '派出所', '昔日', '玻璃', '東側', '客運', '下車', '幾步', '抵達', '本遊客', '機關', '新北', '觀光', '旅遊局', '二樓', '辦公區域', '不開', '放遊客', '進入', '建築', '相當', '現代化', '簡潔且', '構成', '牆面', '鑲嵌', '中間', '外視', '覺感', '鼓勵', '進來', '參觀', '瀏覽', '採用', '營造', '一種', '身處', '礦石區', '外側', '內部', '木板凳', '台後面', '一張', '相對', '前來', '建議', '先來', '節省', '一覽水', '整個', '概況', '寶貴', '資訊', '狀況', '哪裡', '怎麼', '查詢', '客運車輛', '班車', '各園區', '開放', '疑難', '雜症', '處理', '服務人員', '將盡力', '幫忙', '室內', '擺設', '幾輛', '輕便車', '每輛', '車上', '礦石', '採礦', '語言將', '發展', '歷史', '印紀念', '此處', '小冊子', '根據', '分別作', '淺出', '裡面', '書面', '資料', '屋頂', '懸掛', '電視', '不間', '著水', '螢幕', 'Kiosk', '導覽機', '互動', '系統', '3D', '視覺', '查詢者', '能夠', '瞭解', '抵達散', '地點', '服務莫過', '這邊', '駐點', '導覽', '人員', '當地', '轉為', '志工', '義務幫', '講解', '週六週', '報到', '語志工', '大型', '例如', '站牌', '小憩', '方柱', '取用', '可以', '知悉', '意象', '博物', '迷你', '定出', '例行', '清爽', '石子']",2021
C1_382000000A_111423,十分風景特定區(十分遊客中心),,十分風景特定區位於新北市的平溪區，以瀑布、平溪線小火車、以及天燈著稱。實際地理位置是在基隆河的主流上，在臺灣風景區中是屬於瀑布溪谷型。由於源頭的侵蝕作用與附近切割地形的關係，造成許多的斷層與奇岩，而河水經過這些斷層和奇岩後，因速度快而造成許多瀑布奇觀。北自猴硐至三貂嶺，再延伸到十分寮、平溪一帶，形成一連串此起彼落的瀑布群，其中較大且著名的是十分瀑布，十分瀑布高20公尺、寬40公尺，是台灣最寬的簾幕式瀑布瀑布，有台灣尼加拉瀑布之稱號。平溪支線是台灣現存三條火車支線之一。全線延著彎曲的基隆河興建，全長12.9公里，於1921年完工啟用。平溪線原本是為了運煤所興建，目前為最受歡迎鐵道旅遊路線之一。每年的平溪國際天燈節在元宵節期間吸引萬人遊客，也曾經是Discovery頻道票選為全球第二大嘉年華晚會。,著名的十分瀑布，欣賞壯麗瀑布群，享受大自然美景,886-2-24958409,新北市226平溪區南山坪136號,226.0,新北市,平溪區,搭火車：臺鐵瑞芳站下車，轉平溪支線火車至十分車站，由遊客中心前往。 搭公車：1.文湖線捷運-木柵站，轉乘795臺北客運【木柵平溪線】，十分遊客中心站。2.板南線捷運-南港展覽館站，轉乘1577首都客運【十分遊客中心】站下車。,每日08:00~18:00  農曆除夕為8:00-12:00,https://newtaipei.travel/content/images/attractions/2939/640x480_20150313165549.jpg,十分風景特定區(十分遊客中心)外觀,,,,,,382000000A,121.78285,25.04741,,12,,,,,,,,,,,2022/6/1 12:04,"['平溪', '瀑布', '基隆河', '奇岩', '許多', '斷層', '台灣', '支線', '公尺', '十分', '風景', '區位', '新北市', '天燈', '著稱', '實際', '灣風景區', '中是屬', '源頭', '侵蝕', '的關', '經過', '這些', '奇觀', '北自猴', '三貂嶺', '一帶', '一連串', '較大且', '20', '40', '簾幕式', '尼加拉瀑', '布之', '稱號', '台灣現', '存三條', '火車', '全線', '延著', '彎曲', '興建', '全長', '12.9', '1921', '啟用', '運煤', '所興建', '歡迎', '鐵道', '旅遊路線', '國際天', '燈節', '節期間', '萬人', '遊客', '經是', 'Discovery', '頻道票', '選為', '大嘉年華', '晚會', '此起彼落', '瀑布群', '造成', '溪谷', '小火', '元宵', '之一', '完工', '最受', '地理位置', '切割', '河水', '主流', '原本', '延伸', '特定', '地形', '吸引', '公里', '著名', '每年', '速度', '第二', '附近', '全球', '作用', '形成', '以及', '其中', '目前']",2022
C1_382000000A_112138,德興居(歐里人文咖啡),,建於1926年的德興居為街屋洋樓形式，立風格為巴洛克式紅磚建築，柱頭簡化希臘式柱形，細部裝飾融入以傳統托木形式表現，花草題材與吉祥物則採中西合璧處理，裝飾之彩瓷面磚色樣豐富，門面與內部用料十分講究，在當時而言，恐無人能出其右。 深坑老街上之「德興居」為黃重殊派下子孫黃德隆，經營雜貨、煤礦。相傳黃德隆在指南宮夢見呂洞賓指示，前往九份開採金礦，因而發跡成為深坑街上巨富，後並捐建指南宮的福德祠與七星池做為回報，且於日昭和元年（1926年）起造三層樓之洋樓街屋，名為「德興居」，成為日治時期深坑街最豪華的洋樓，也是目前深坑老街的代表建物；這是德興居背後的傳奇故事。,位於深坑老街的代表性街屋，巴洛克式紅磚建築,886-2-26644525,新北市222深坑區深坑街48號,222.0,新北市,深坑區,【大眾運輸】1.搭乘欣欣客運666號公車，或搭指南客運660號公車，至深坑站下車即達。2.自木柵站搭乘台灣好行平溪線，至深坑站下車。【自行開車】1.從北宜高石碇交流道，沿106線往深坑方向可達。2.下北二高深坑聯絡道，循106線東行0.7公里即抵。,9:00-17:00,https://newtaipei.travel/content/images/attractions/46215/640x480_attractions-image-qnx5yokppu21fs2pvzd0zq.jpg,德興居,,,,,,382000000A,121.6151,25.00182,,3,4.0,,,,,,,,,,2022/8/8 09:21,"['深坑', '德興居', '1926', '裝飾', '成為', '德隆', '指南', '建物', '街上', '下子', '德興居為', '屋洋樓', '立風格', '紅磚', '建築', '柱頭', '簡化', '希臘式', '細部', '以傳', '統托木', '表現', '題材', '則採', '處理', '面磚', '色樣', '豐富', '門面', '內部', '講究', '當時', '恐無人', '其右', '重殊', '孫黃', '經營', '雜貨', '煤礦', '相傳', '宮夢見', '呂洞賓', '九份', '開採', '金礦', '發跡', '後並', '福德祠', '回報', '起造', '三層', '之洋樓', '街屋', '名為', '日治', '時期', '最豪華', '洋樓', '這是', '傳奇', '中西合璧', '捐建', '巴洛克式', '昭和', '吉祥物', '巨富', '老街', '柱形', '彩瓷', '形式', '用料', '七星', '花草', '融入', '指示', '前往', '元年', '故事', '而言', '因而', '代表', '十分', '目前']",2022
C1_382000000A_112146,猴硐車站,,猴硐(侯硐)舊名為猴洞，於清乾隆末年時期，仍少有居民定居，山中洞穴多藏有猴群，幾經演變，猴洞便成為該地地名。西元1920年(大正9年)1月27日瑞芳、猴洞段鐵路開始營業，民國51年4月1日改站名為猴硐。因猴硐及小粗坑等地煤礦及金礦之開採，在民國9年設立猴硐火車站，為車站旁瑞三礦業最大的依附貨運站，當時擁有重要之地位。鐵路電氣化後，猴硐車站仍然保存鄉土風味小鎮。因緣際會下成為了貓咪們聚集的村落，也曾評為世界六大賞貓景點貓村，到達猴硐車站時記得跟可愛貓站長雕像拍張照留念。【猴硐貓村導覽影片】【猴硐貓橋紀錄片】,黑金的故鄉，體驗日治時期的煤礦歷史,886-2-24977747,新北市224瑞芳區猴硐柴寮路70號,224.0,新北市,瑞芳區,【大眾運輸】1.搭乘北上火車至「猴硐站」下車2.搭乘基隆客運808、新北市新巴士F808至「猴硐火車」站下車→步行即可到達【自行開車】1.國道1號→62快速公路→台2丁線→102縣道→瑞侯公路(北37鄉道)直行→侯硐路→柴寮路左轉直行即可抵達,04:00-24:00(配合列車停靠時間調整),https://newtaipei.travel/content/images/attractions/44810/640x480_attractions-image-eh8nxobatemkyaylk2l9ia.jpg,猴硐車站,,,,,,382000000A,121.82753,25.0868,,1,,,,,,,,,,,2022/8/5 12:30,"['猴洞', '鐵路', '民國', '車站', '貓村', '下成', '舊名', '時期', '幾經', '演變', '成為', '西元', '1920', '大正', '27', '開始', '營業', '51', '日改', '因猴', '小粗坑', '礦及', '金礦', '開採', '設立', '火車', '為車', '旁瑞三', '礦業', '貨運站', '當時', '擁有', '電氣化', '鄉土', '風味', '小鎮', '因緣際會', '貓咪們', '評為', '賞貓', '景點', '記得', '可愛貓', '張照', '導覽', '貓橋紀', '錄片', '瑞芳', '猴群', '站名', '留念', '清乾隆', '藏有', '雕像', '依附', '地名', '村落', '六大', '少有', '洞穴', '山中', '定居', '末年', '影片', '聚集', '保存', '居民', '地位', '仍然', '最大', '世界', '重要']",2022
C1_382000000A_112147,福隆遊客服務中心,,福隆遊客中心緊臨福隆海水浴場，主要提供東北角海岸的自然生態、人文史蹟、旅遊景點等各種資訊的展示及解說。其中設有簡報室、遊憩活動展示區、海漂流木雕刻創作展示區、自然生態、人文史蹟以及藝文個展區。遊憩活動展示區為介紹陸域、海域、空域的遊憩活動，更設有騎乘自行車、登山健行及滑翔翼等活動體驗區，虛擬實境讓遊客實地暢遊東北角。其中「原木再生緣木雕展示館」，作品大多為紅檜、樟木等珍貴木材雕刻而成，是受颱風吹襲到東北角海岸的原生木種漂流物，風管處撿拾後請三義的木雕大師雕刻而成，忠實呈現自然環保再生的精神，將觀光融入藝術文化，打造東北角獨特的文化觀光資產。,福隆遊客中心緊臨福隆海水浴場，主要提供東北角海岸的自然生態、人文史蹟、旅遊景點等各種資訊的展示及解說。,886-2-24991210,新北市228貢寮區福隆里興隆街38號,228.0,新北市,貢寮區,【大眾運輸】1.搭乘北迴線鐵路→至「福隆站」下車→步行約3分鐘即可抵達2.可搭乘台灣好行-黃金福隆線→至「福隆站」下車→步行約3分鐘即可抵達【自行開車】1.走瑞八公路於瑞芳隧道前轉102縣道→經九份、雙溪至福隆後→再接北濱公路右轉前行即可抵達2.沿北濱公路往頭城方向前行→過了鹽寮約3公里即可抵達3.國道1號由八堵交流道下→經過台2丁縣公路，接台二線濱海公路即可抵達,09:00~17:00  旅游旺季(6~8月)：08:30~17:30,https://newtaipei.travel/content/images/attractions/40122/640x480_attractions-image-3btlugd4dk6apuyqzv5huq.jpg,福隆鐵道馬,,,,,,382000000A,121.94255,25.01718,,8,,,,,,,,,,,2022/10/20 13:55,"['活動', '北角', '展示', '遊憩', '福隆', '遊客', '生態', '雕刻', '漂流', '文史', '木雕', '再生', '自然', '海岸', '滑翔翼', '海水浴', '而成', '健行', '緊臨', '旅遊景點', '各種', '資訊', '及解', '設有', '簡報', '創作', '藝文個', '展區', '區為', '介紹', '陸域', '更設', '體驗區', '虛擬', '實境', '實地', '暢遊東', '為紅檜', '珍貴', '風吹襲', '木種', '風管', '拾後請', '三義的', '大師', '忠實', '呈現', '環保', '將觀光', '藝術', '獨特', '觀光', '資產', '樟木', '原木', '文化', '空域', '原生', '融入', '登山', '其中', '海域', '打造', '自行', '木材', '大多', '作品', '精神', '中心', '提供', '以及', '主要']",2022
C1_382000000A_112154,大羅蘭溪,,大羅蘭溪古圳步道又稱「福山馬岸古圳步道」，大羅蘭泰雅語為「Tranan」，泰雅族語中就是兩條溪匯合處的意思，國語翻成「大羅蘭」，最初泰雅族人從桃園巴陵一帶越嶺狩獵至此，覺得此處水源豐沛、 土壤肥沃，因此陸續遷居於此，是泰雅族人移居烏來的最初地。部落的命脈大羅蘭溪，兩岸一片青翠，河道時而狹小，時而開闊，清澈溪流中魚群悠遊，美麗風景讓人驚艷。因農業之需，日治時期開鑿水圳，引用大羅溪水至部落耕作之用，後來有了自來水，水圳失去了灌溉功能，但水圳卻依然潺潺不息，步道兩旁古木參天，綠樹遮蔭，成為動物、植物的天堂，以及一條生態廊道。古圳沿著山腰等高線而行，大羅蘭溪在山谷，偶爾透過林間空隙可以望見白淙溪影，高架的觀景平台上欣賞圳水潺流，溪谷石塊嶙峋錯落，美不勝收。,在以前沒有路標、路名的時候，泰雅朋友常在兩條溪流匯合處相約會面，而「德拉楠」在泰雅族語中就是兩條溪匯合處的意思，國語翻成「大羅蘭」。定睛望去，大羅蘭溪水中好多閃閃發光的銀色流星！原來是苦花魚在水中翻滾嬉戲時，魚肚翻起閃亮銀白的光芒，在陽光照射下宛如一閃而過的流星，非常漂亮。除了苦花魚，河裡還有石斑與白鰻，水質純淨可見一班。,886-2-26616442,新北市233烏來區福山部落,233.0,新北市,烏來區,【自行開車】1.沿國道1號和國道3號前往台北的環河路。從國道3號的 31-安坑 號出口下交流道，走新北橫公路/台9甲線和信福路/北107鄉道前往即抵達。,全年開放,https://newtaipei.travel/content/images/attractions/2967/640x480_20120730184315.jpg,大羅蘭溪近照,,,,,,382000000A,121.50069,24.77468,,11,,,,,,,,,,,2022/5/3 12:24,"['泰雅族', '大羅蘭溪', '水圳', '古圳步', '大羅蘭', '部落', '步道', '泰雅', '最初', '巴陵', '語為', 'Tranan', '語中', '兩條', '匯合處', '國語', '桃園', '一帶', '越嶺', '狩獵', '覺得', '此處', '豐沛', '陸續', '遷居', '烏來', '命脈', '兩岸', '狹小', '開闊', '中魚', '群悠遊', '美麗風景', '驚艷', '因農業', '日治', '時期', '開鑿', '大羅', '自來', '兩旁', '參天', '綠樹', '遮蔭', '成為', '動物', '一條', '生態', '古圳', '沿著', '高線', '偶爾透', '過林間', '望見', '白淙', '溪影', '觀景', '上欣', '賞圳水', '潺流', '石塊', '錯落', '美不勝收', '福山', '翻成', '廊道', '青翠', '高架', '嶙峋', '古木', '溪谷', '潺潺', '山腰', '溪水', '溪流', '不息', '空隙', '清澈', '天堂', '之用', '耕作', '而行', '移居', '肥沃', '山谷', '水源', '河道', '灌溉', '引用', '至此', '土壤', '平台', '失去', '植物', '意思', '一片', '依然', '功能', '因此', '以及', '就是', '可以']",2022
C1_382000000A_112159,平溪藍染工作坊,,早期的先民來到平溪時，並不知道在他們的腳底下蘊藏著豐富的黑色金子，平時的生活依靠著種植稻米及蕃薯做為食物，而金錢的來源便是種植大菁植物，製成藍靛銷售到大陸。大菁便是我們所熟知的馬藍，是爵床科多年生植物，因多栽種於山區故俗稱為「山藍」，又因為它主要作為染青布的染料故又稱為「大青」每年十一月至次年二月開花，花為紫色性喜溫濕，平溪的氣候正是適合大菁植物生長的環境。昭和19年舊台灣農家便覽紀載，台北州平溪庄所生產的藍染料純藍度約在75至80% 稱為「藍靛」，有別於其他地區藍泥，依本地文史工作者調查，平溪區的藍產業僅少數自己染布外，大多在生產藍染料，而沒有染布工業，故沒有稍具規模的染房但大規模的生產藍靛外銷，為保有前人的技藝，於是有「平溪藍染工作坊」的成立。,早期的先民來到平溪時，並不知道在他們的腳底下蘊藏著豐富的黑色金子，平時的生活依靠著種植稻米及蕃薯做為食物，而金錢的來源便是種植大菁植物，製成藍靛銷售到大陸。,886-2-24951551,新北市226平溪區白石里白石腳 24之1號,226.0,新北市,平溪區,搭火車：臺鐵瑞芳站下車，轉平溪支線火車至菁桐車站。 搭公車：文湖線捷運-木柵站，轉乘795臺北客運【木柵平溪線】，菁桐坑站。,採預約制,https://newtaipei.travel/content/images/attractions/2970/640x480_20120817104206.jpg,平溪藍染工作坊內部,,,,,,382000000A,121.72109,25.02039,,1,,,,,,,,,,,2022/6/1 15:34,"['平溪', '生產', '染料', '染布', '植物', '工作坊', '爵床科', '便是', '染房', '並不', '他們', '蘊藏著', '豐富', '平時', '著種', '蕃薯', '而金錢', '來源', '種植大菁', '大菁', '我們', '因多', '栽種', '山區', '故俗', '山藍', '因為', '作為染', '開花', '花為', '性喜', '溫濕', '氣候', '適合大菁', '生長', '環境', '19', '台灣', '農家', '便覽紀載', '庄所', '純藍度', '75', '80%', '稱為', '有別', '地區', '藍泥', '調查', '區的', '藍產業', '僅少數', '工業', '具規模', '大規模', '外銷', '技藝', '藍染', '昭和', '大青', '青布', '文史', '先民', '保有', '金子', '稻米', '熟知', '多年生', '紫色', '台北', '前人', '工作者', '十一月', '二月', '本地', '底下', '黑色', '次年', '食物', '依靠', '大多', '早期', '每年', '正是', '成立', '生活', '其他', '知道', '自己', '主要']",2022
C1_382000000A_112175,三鶯陶花源,,三鶯陶花源位於新北市鶯歌區南端大漢溪、鶯歌溪匯流處所形成之新生地，面積達32公頃，結合景觀綠地外、自行車道、大型陶瓷公共藝術作品、三鶯藝術村、水上舞臺等，很適合用徒步遊逛或騎自行車的方式邊走邊玩。三鶯之心空間藝術特區，展出多個大型陶瓷公共藝術作品，其中最醒目的就是高15公尺的橘紅色立坏，以及散落四處比人還高大的陶瓷藝術品，包括盤子、杯子、水瓶、陶甕，不論開心坐在杯子上面拍照，或是躲進大碗中玩捉迷藏，都別有一番風味。周邊的鶯歌溪左岸設有自行車道，可以一路騎到大漢溪左岸，沿途還可以遙望臺灣小百岳之一的「鳶山」美景。,三鶯陶花源位於新北市鶯歌區南端大漢溪、鶯歌溪匯流處所形成之新生地，面積達32公頃，結合景觀綠地外、自行車道、大型陶瓷公共藝術作品、三鶯藝術村、水上舞臺等，很適合用徒步遊逛或騎自行車的方式邊走邊玩。三鶯之心空間藝術特區，展出多個大型陶瓷公共藝術作品，其中最醒目的就是高15公尺的橘紅色立坏，以及散落四處比人還高大的陶瓷藝術品，包括盤子、杯子、水瓶、陶甕，不論開心坐在杯子上面拍照，或是躲進大碗中玩捉迷藏，都別有一番風味。周邊的鶯歌溪左岸設有自行車道，可以一路騎到大漢溪左岸，沿途還可以遙望臺灣小百岳之一的「鳶山」美景。,886-2-86782277,新北市239鶯歌區館前路300號,239.0,新北市,鶯歌區,搭乘臺鐵區間車至鶯歌站，經文化路出口後於鶯歌農會旁廊道即可看到三鶯陶花源。,暫停開放,https://newtaipei.travel/content/images/attractions/2991/640x480_bf08fff9-14e9-45c0-a5ee-252892169a7e.jpg,三鶯陶花源木造橋,,,,,,382000000A,121.35828,24.95324,,1,,,,,,,,,,,2022/5/11 11:38,"['三鶯', '藝術', '大漢溪', '歌溪', '車道', '陶瓷', '自行', '左岸', '杯子', '公共', '陶花源位', '新北市', '歌區', '匯流處', '面積', '32', '公頃', '結合景', '觀綠', '地外', '藝術村', '很適', '遊逛', '車的', '邊走邊', '空間', '特區', '多個', '15', '橘紅色', '立坏', '四處', '比人還', '藝術品', '盤子', '陶甕', '不論', '開心', '躲進', '中玩', '風味', '周邊', '設有', '騎到', '遙望', '灣小百岳', '鳶山', '作品', '水瓶', '大型', '捉迷藏', '公尺', '合用', '徒步', '美景', '拍照', '醒目', '散落', '大碗', '展出', '南端', '沿途', '水上', '新生', '之心', '高大', '可以', '或是', '一番', '一路', '上面', '坐在', '方式', '之一', '形成', '包括', '以及', '其中', '就是']",2022
C1_382000000A_112240,坪之鄉自然生態茶園,,坪之鄉自然生態茶園位於四面環山及翡翠水庫水源保護區北勢溪旁，主要種植文山包種茶，茶園旁、北勢溪中有許多魚、蝦及昆蟲生活其中，晴天時，空中老鷹不時盤旋尋找獵物，自然的循環機制，生生不息，一個萬物共生的理念如此延續下去。包種茶製作過程分成七個步驟， 其製造過程繁瑣且細膩，關係著色、香、味製茶品質，我們將茶樹採收一直到焙火完成的整個過程紀錄下來，讓大家更了解我們喝的文山包種茶如何製作出來。包種茶製作過程：1.採茶菁 &rarr;2.日光萎凋 &rarr;3.室內萎凋 &rarr;4.炒菁 &rarr;5.揉捻 &rarr;6.乾燥 &rarr;7.焙火 &rarr;8.包種茶從茶樹採下來的嫩芽嫩葉稱之為「茶菁」，茶菁必須經過加工製造後，才能成為茶葉成品；4斤新鮮的茶菁大約可製成1斤的成茶。在製造加工過程中，經過日光萎凋、室內靜置萎凋，此時茶葉中的化學成份被氧化，而產生香氣及滋味的化學變化稱之為「醱酵」；醱酵程度約8~12％後，就進行炒菁、揉捻、乾燥的步驟，這時候做成的茶葉形狀呈條索狀，這種茶稱之為「條型包種茶」或簡稱「包種茶」。,坪之鄉自然生態茶園位於四面環山及翡翠水庫水源保護區北勢溪旁，主要種植文山包種茶，茶園旁、北勢溪中有許多魚、蝦及昆蟲生活其中，晴天時，空中老鷹不時盤旋尋找獵物，自然的循環機制，生生不息，一個萬物共生的理念如此延續下去。包種茶製作過程分成七個步驟， 其製造過程繁瑣且細膩，關係著色、香、味製茶品質，我們將茶樹採收一直到焙火完成的整個過程紀錄下來，讓大家更了解我們喝的文山包種茶如何製作出來。包種茶製作過程：1.採茶菁 &rarr;2.日光萎凋 &rarr;3.室內萎凋 &rarr;4.炒菁 &rarr;5.揉捻 &rarr;6.乾燥 &rarr;7.焙火 &rarr;8.包種茶從茶樹採下來的嫩芽嫩葉稱之為「茶菁」，茶菁必須經過加工製造後，才能成為茶葉成品；4斤新鮮的茶菁大約可製成1斤的成茶。在製造加...,886-9-78088250,新北市232坪林區粗窟村仁里13號,232.0,新北市,坪林區,【大眾運輸】捷運松山線到大坪林站→搭9028公車至坪林站下車→轉搭開往九芎根101[新巴士]【自行開車】從國道5號的[15-坪林]號出口下交流道→走台9線前往金瓜寮路→九芎根10號坪之鄉自然生態茶園,茶園不開放，只在網站上販賣茶葉,https://newtaipei.travel/content/images/attractions/3007/640x480_20120911113352.jpg,坪之鄉自然生態茶園遠景,,,,,,382000000A,121.68715,24.92862,,2,,,,,,,,,,,2021/5/27 16:28,"['rarr', '包種', '茶菁', '北勢', '種茶', '步驟', '我們', '過程', '炒菁', '乾燥', '經過', '茶葉', '化學', '山包', '日光', '著色', '生香', '加工', '生態', '茶園位', '環山及', '水庫', '保護區', '種植文', '茶園', '許多魚', '蝦及', '昆蟲', '老鷹', '不時', '盤旋', '尋找', '獵物', '循環', '機制', '一個', '萬物', '延續', '七個', '將茶', '採收', '整個', '紀錄', '下來', '採茶菁', '內萎', '焙火', '茶樹', '採下', '葉稱', '必須', '成為', '新鮮', '大約', '成茶', '內靜置', '此時', '葉中', '而產', '氣及', '變化', '12', '進行', '這時候', '形狀', '條索狀', '這種', '條型', '簡稱', '生生不息', '自然', '嫩芽', '晴天', '成份', '成品', '共生', '翡翠', '做成', '滋味', '四面', '水源', '氧化', '理念', '分成', '空中', '作出', '下去', '才能', '程度', '了解', '完成', '如此', '大家', '如何', '生活', '一直', '其中', '主要']",2021
C1_382000000A_112241,金溪駐在所,,坪林是臺灣北部知名的茶鄉，不但有豐富的自然資源，在這有一間日據時代的「金溪駐在所」即為現在的派出所，已有百年的歷史，是每位到金瓜寮溪步道賞魚、賞蕨的遊客必拜訪的一個景點。日治時期為了治安、稅收及監控反抗民眾，日本人在此設立派出所，至今已有百年歷史。現已變身為私人民宅的金溪駐在所，僅將面臨路衝的正門略往左移，石磚、黑瓦和建築形式仍維持原始日式風味，古樸而別緻，隱約還可感覺到昔日派出所的威嚴氣氛。,坪林是臺灣北部知名的茶鄉，不但有豐富的自然資源，古厝老宅也靜靜紀錄下這裡的人文故事。日治時期為了治安、稅收及監控反抗民眾，日本人在此設立派出所，至今已有百年歷史。現已變身為私人民宅的金溪駐在所，僅將面臨路衝的正門略往左移，石磚、黑瓦和建築形式仍維持原始日式風味，古樸而別緻，隱約還可感覺到昔日派出所的威嚴氣氛。金溪駐在所就在金溪一號橋旁，巷口豎立「日據時代舊派出所」的標誌，從金溪一號橋旁進入即可抵達。,886-2-26657251,新北市232坪林區金瓜寮17號,232.0,新北市,坪林區,,私宅，需經屋主同意,https://newtaipei.travel/content/images/attractions/3008/640x480_20120911114539.jpg,金溪駐在所外觀,,,,,,382000000A,121.68187,24.91594,,1,,,,,,,,,,,2021/6/23 14:51,"['派出所', '歷史', '金溪', '百年', '坪林', '豐富', '資源', '這有', '一間', '日據', '時代', '為現', '溪步', '賞魚', '賞蕨', '遊客', '必拜訪', '一個', '景點', '日治', '時期', '稅收及', '監控', '民眾', '設立', '現已', '變身', '僅將面', '臨路衝', '正門略', '石磚', '建築', '仍維持', '風味', '古樸', '隱約', '還可感', '覺到', '威嚴', '氣氛', '日式', '左移', '黑瓦', '金瓜', '民宅', '至今已有', '每位', '治安', '昔日', '知名', '反抗', '私人', '原始', '不但', '已有', '北部', '自然', '形式', '日本']",2021
